# This file was produced by the NASA Exoplanet Archive  http://exoplanetarchive.ipac.caltech.edu
# Sun Oct  6 12:24:09 2024
#
# User preference: *
#
# COLUMN pl_name:        Planet Name
# COLUMN hostname:       Host Name
# COLUMN discoverymethod: Discovery Method
# COLUMN disc_year:      Discovery Year
# COLUMN pl_orbper:      Orbital Period [days]
# COLUMN pl_orbpererr1:  Orbital Period Upper Unc. [days]
# COLUMN pl_orbpererr2:  Orbital Period Lower Unc. [days]
# COLUMN pl_orbperlim:   Orbital Period Limit Flag
# COLUMN pl_orbsmax:     Orbit Semi-Major Axis [au]
# COLUMN pl_orbsmaxerr1: Orbit Semi-Major Axis Upper Unc. [au]
# COLUMN pl_orbsmaxerr2: Orbit Semi-Major Axis Lower Unc. [au]
# COLUMN pl_orbsmaxlim:  Orbit Semi-Major Axis Limit Flag
# COLUMN pl_rade:        Planet Radius [Earth Radius]
# COLUMN pl_radeerr1:    Planet Radius Upper Unc. [Earth Radius]
# COLUMN pl_radeerr2:    Planet Radius Lower Unc. [Earth Radius]
# COLUMN pl_radelim:     Planet Radius Limit Flag
# COLUMN pl_masse:       Planet Mass [Earth Mass]
# COLUMN pl_masseerr1:   Planet Mass [Earth Mass] Upper Unc.
# COLUMN pl_masseerr2:   Planet Mass [Earth Mass] Lower Unc.
# COLUMN pl_masselim:    Planet Mass [Earth Mass] Limit Flag
# COLUMN pl_dens:        Planet Density [g/cm**3]
# COLUMN pl_denserr1:    Planet Density Upper Unc. [g/cm**3]
# COLUMN pl_denserr2:    Planet Density Lower Unc. [g/cm**3]
# COLUMN pl_denslim:     Planet Density Limit Flag
# COLUMN pl_orbeccen:    Eccentricity
# COLUMN pl_orbeccenerr1: Eccentricity Upper Unc.
# COLUMN pl_orbeccenerr2: Eccentricity Lower Unc.
# COLUMN pl_orbeccenlim: Eccentricity Limit Flag
# COLUMN pl_eqt:         Equilibrium Temperature [K]
# COLUMN pl_eqterr1:     Equilibrium Temperature Upper Unc. [K]
# COLUMN pl_eqterr2:     Equilibrium Temperature Lower Unc. [K]
# COLUMN pl_eqtlim:      Equilibrium Temperature Limit Flag
# COLUMN pl_orbincl:     Inclination [deg]
# COLUMN pl_orbinclerr1: Inclination Upper Unc. [deg]
# COLUMN pl_orbinclerr2: Inclination Lower Unc. [deg]
# COLUMN pl_orbincllim:  Inclination Limit Flag
# COLUMN st_teff:        Stellar Effective Temperature [K]
# COLUMN st_tefferr1:    Stellar Effective Temperature Upper Unc. [K]
# COLUMN st_tefferr2:    Stellar Effective Temperature Lower Unc. [K]
# COLUMN st_tefflim:     Stellar Effective Temperature Limit Flag
#
pl_name,hostname,discoverymethod,disc_year,pl_orbper,pl_orbpererr1,pl_orbpererr2,pl_orbperlim,pl_orbsmax,pl_orbsmaxerr1,pl_orbsmaxerr2,pl_orbsmaxlim,pl_rade,pl_radeerr1,pl_radeerr2,pl_radelim,pl_masse,pl_masseerr1,pl_masseerr2,pl_masselim,pl_dens,pl_denserr1,pl_denserr2,pl_denslim,pl_orbeccen,pl_orbeccenerr1,pl_orbeccenerr2,pl_orbeccenlim,pl_eqt,pl_eqterr1,pl_eqterr2,pl_eqtlim,pl_orbincl,pl_orbinclerr1,pl_orbinclerr2,pl_orbincllim,st_teff,st_tefferr1,st_tefferr2,st_tefflim
Kepler-1001 b,Kepler-1001,Transit,2016,14.30511863,0.00000434,-0.00000434,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5376.00,123.00,-123.00,0
Kepler-1001 c,Kepler-1001,Transit,2020,9.18189122,0.00006360,-0.00006360,0,,,,0,,,,0,,,,,,,,,,,,0,,,,0,,,,0,5376.00,123.00,-123.00,0
Kepler-1001 c,Kepler-1001,Transit,2020,9.18186000,,,0,,,,,1.578,,,0,,,,,,,,,,,,,,,,,,,,,5376.00,123.00,-123.00,0
Kepler-1001 c,Kepler-1001,Transit,2020,9.18186435,0.00006254,-0.00006254,0,0.084000,,,0,1.550,0.670,-0.120,0,,,,,,,,,0.000000,,,0,806,,,0,88.810,,,0,5735.00,163.00,-149.00,0
Kepler-1001 c,Kepler-1001,Transit,2020,9.18186435,0.00006254,-0.00006254,0,0.084000,,,0,1.550,0.670,-0.120,0,,,,,,,,,0.000000,,,0,806,,,0,88.810,,,0,5735.00,163.00,-149.00,0
Kepler-1001 c,Kepler-1001,Transit,2020,9.18186000,0.00017000,-0.00017000,0,0.085000,,,0,1.900,0.750,-0.750,0,,,,,,,,,0.000000,,,0,802,,,0,85.370,,,0,5734.00,93.00,-93.00,0
Kepler-1001 c,Kepler-1001,Transit,2020,9.18186435,0.00006254,-0.00006254,0,0.084000,,,0,1.550,0.670,-0.120,0,,,,,,,,,0.000000,,,0,806,,,0,88.810,,,0,5735.00,163.00,-149.00,0
Kepler-1001 c,Kepler-1001,Transit,2020,9.18189122,0.00006360,-0.00006360,0,0.084000,,,0,2.170,0.610,-0.200,0,,,,,,,,,0.000000,,,0,804,,,0,79.490,,,0,5741.00,155.00,-155.00,0
Kepler-1002 b,Kepler-1002,Transit,2016,4.33642933,0.00000695,-0.00000695,0,0.055300,,,0,1.630,0.040,-0.040,0,,,,,,,,,0.000000,,,0,1428,,,0,88.810,,,0,6099.00,75.00,-75.00,0
Kepler-1002 b,Kepler-1002,Transit,2016,4.33642933,0.00000695,-0.00000695,0,0.055300,,,0,1.630,0.040,-0.040,0,,,,,,,,,0.000000,,,0,1428,,,0,88.810,,,0,6099.00,75.00,-75.00,0
Kepler-1002 b,Kepler-1002,Transit,2016,4.33642933,0.00000695,-0.00000695,0,0.055300,,,0,1.630,0.040,-0.040,0,,,,,,,,,0.000000,,,0,1428,,,0,88.810,,,0,6099.00,75.00,-75.00,0
Kepler-1002 b,Kepler-1002,Transit,2016,4.33643506,0.00001148,-0.00001148,0,,,,0,,,,0,,,,,,,,,,,,0,,,,0,,,,0,5907.13,127.24,-127.24,0
Kepler-1002 b,Kepler-1002,Transit,2016,4.33642933,0.00000695,-0.00000695,0,,,,,1.710,0.060,-0.050,0,,,,,,,,,,,,,,,,,,,,,6144.00,47.25,-61.08,0
Kepler-1002 b,Kepler-1002,Transit,2016,4.33642556,0.00000549,-0.00000549,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5907.13,127.24,-127.24,0
Kepler-1002 b,Kepler-1002,Transit,2016,4.33649100,0.00002900,-0.00002900,0,0.055000,,,0,1.500,0.200,-0.200,0,,,,,,,,,0.000000,,,0,1308,,,0,80.790,,,0,6045.00,54.00,-54.00,0
Kepler-1002 b,Kepler-1002,Transit,2016,4.33643506,0.00001148,-0.00001148,0,0.056400,,,0,1.750,0.070,-0.090,0,,,,,,,,,0.000000,,,0,1453,,,0,84.150,,,0,6180.00,74.00,-80.00,0
Kepler-1002 b,Kepler-1002,Transit,2016,4.33642165,0.00000199,-0.00000199,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5907.13,127.24,-127.24,0
Kepler-1003 b,Kepler-1003,Transit,2016,3.55485691,0.00000671,-0.00000671,0,,,,,1.780,0.480,-0.220,0,,,,,,,,,,,,,,,,,,,,,6109.00,150.04,-195.29,0
Kepler-1003 b,Kepler-1003,Transit,2016,3.55485691,0.00000671,-0.00000671,0,0.044500,,,0,1.300,0.570,-0.100,0,,,,,,,,,0.000000,,,0,1155,,,0,89.950,,,0,6068.00,155.00,-170.00,0
Kepler-1003 b,Kepler-1003,Transit,2016,3.55485634,0.00000666,-0.00000666,0,0.044400,,,0,1.290,0.370,-0.100,0,,,,,,,,,0.000000,,,0,1157,,,0,88.470,,,0,6068.00,163.00,-181.00,0
Kepler-1003 b,Kepler-1003,Transit,2016,3.55485691,0.00000671,-0.00000671,0,0.044500,,,0,1.300,0.570,-0.100,0,,,,,,,,,0.000000,,,0,1155,,,0,89.950,,,0,6068.00,155.00,-170.00,0
Kepler-1003 b,Kepler-1003,Transit,2016,3.55485675,0.00000822,-0.00000822,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6010.00,122.00,-122.00,0
Kepler-1003 b,Kepler-1003,Transit,2016,3.55485691,0.00000671,-0.00000671,0,0.044500,,,0,1.300,0.570,-0.100,0,,,,,,,,,0.000000,,,0,1155,,,0,89.950,,,0,6068.00,155.00,-170.00,0
Kepler-1003 b,Kepler-1003,Transit,2016,,,,,,,,,2.035,0.101,-0.104,0,,,,,,,,,,,,,,,,,,,,,5672.00,113.00,-113.00,0
Kepler-1003 b,Kepler-1003,Transit,2016,3.55490100,0.00002500,-0.00002500,0,0.047000,,,0,1.500,0.650,-0.650,0,,,,,,,,,0.000000,,,0,1230,,,0,88.240,,,0,6114.00,82.00,-82.00,0
Kepler-1003 b,Kepler-1003,Transit,2016,3.55485634,0.00000666,-0.00000666,0,,,,0,,,,0,,,,,,,,,,,,0,,,,0,,,,0,6010.00,122.00,-122.00,0
Kepler-1003 b,Kepler-1003,Transit,2016,3.55486178,0.00000252,-0.00000252,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6010.00,122.00,-122.00,0
Kepler-1004 b,Kepler-1004,Transit,2016,5.28790754,0.00001129,-0.00001129,0,,,,0,,,,0,,,,,,,,,,,,0,,,,0,,,,0,4917.72,42.60,-42.60,0
Kepler-1004 b,Kepler-1004,Transit,2016,5.28789787,0.00001198,-0.00001198,0,0.066500,,,0,7.090,0.350,-0.360,0,,,,,,,,,0.000000,,,0,1662,,,0,83.650,,,0,4992.00,75.00,-75.00,0
Kepler-1004 b,Kepler-1004,Transit,2016,5.28790754,0.00001129,-0.00001129,0,0.067100,,,0,7.100,0.350,-0.960,0,,,,,,,,,0.000000,,,0,1661,,,0,83.690,,,0,4994.00,52.00,-89.00,0
Kepler-1004 b,Kepler-1004,Transit,2016,5.28789787,0.00001198,-0.00001198,0,0.066500,,,0,7.090,0.350,-0.360,0,,,,,,,,,0.000000,,,0,1662,,,0,83.650,,,0,4992.00,75.00,-75.00,0
Kepler-1004 b,Kepler-1004,Transit,2016,5.28801600,0.00004500,-0.00004500,0,0.077000,,,0,17.100,2.700,-2.700,0,,,,,,,,,0.000000,,,0,2388,,,0,81.360,,,0,4998.00,100.00,-100.00,0
Kepler-1004 b,Kepler-1004,Transit,2016,,,,,,,,,6.668,0.899,-0.380,0,,,,,,,,,,,,,,,,,,,,,5008.00,100.00,-100.00,0
Kepler-1004 b,Kepler-1004,Transit,2016,5.28785367,0.00001341,-0.00001341,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4917.72,42.60,-42.60,0
Kepler-1004 b,Kepler-1004,Transit,2016,5.28788991,0.00000319,-0.00000319,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4917.72,42.60,-42.60,0
Kepler-1004 b,Kepler-1004,Transit,2016,5.28789787,0.00001198,-0.00001198,0,,,,,6.280,0.780,-0.440,0,,,,,,,,,,,,,,,,,,,,,4972.00,52.30,-39.52,0
Kepler-1004 b,Kepler-1004,Transit,2016,5.28789787,0.00001198,-0.00001198,0,0.066500,,,0,7.090,0.350,-0.360,0,,,,,,,,,0.000000,,,0,1662,,,0,83.650,,,0,4992.00,75.00,-75.00,0
Kepler-1005 b,Kepler-1005,Transit,2016,6.49801525,0.00001320,-0.00001320,0,0.066300,,,0,1.520,0.250,-0.190,0,,,,,,,,,0.000000,,,0,1027,,,0,89.380,,,0,5718.00,111.00,-101.00,0
Kepler-1005 b,Kepler-1005,Transit,2016,6.49801525,0.00001320,-0.00001320,0,0.066300,,,0,1.520,0.250,-0.190,0,,,,,,,,,0.000000,,,0,1027,,,0,89.380,,,0,5718.00,111.00,-101.00,0
Kepler-1005 b,Kepler-1005,Transit,2016,6.49801300,0.00004300,-0.00004300,0,0.069000,,,0,1.560,0.530,-0.530,0,,,,,,,,,0.000000,,,0,1039,,,0,87.090,,,0,6057.00,78.00,-78.00,0
Kepler-1005 b,Kepler-1005,Transit,2016,,,,,,,,,1.998,0.084,-0.351,0,,,,,,,,,,,,,,,,,,,,,5728.00,115.00,-115.00,0
Kepler-1005 b,Kepler-1005,Transit,2016,6.49801525,0.00001320,-0.00001320,0,0.066300,,,0,1.520,0.250,-0.190,0,,,,,,,,,0.000000,,,0,1027,,,0,89.380,,,0,5718.00,111.00,-101.00,0
Kepler-1005 b,Kepler-1005,Transit,2016,6.49802255,0.00000234,-0.00000234,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5733.54,95.89,-110.97,0
Kepler-1005 b,Kepler-1005,Transit,2016,6.49801525,0.00001320,-0.00001320,0,,,,,1.500,0.210,-0.150,0,,,,,,,,,,,,,,,,,,,,,5782.00,68.03,-67.92,0
Kepler-1005 b,Kepler-1005,Transit,2016,6.49804884,0.00001410,-0.00001410,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5733.54,95.89,-110.97,0
Kepler-1005 b,Kepler-1005,Transit,2016,6.49801470,0.00001408,-0.00001408,0,,,,0,,,,0,,,,,,,,,,,,0,,,,0,,,,0,5733.54,95.89,-110.97,0
Kepler-1005 b,Kepler-1005,Transit,2016,6.49801470,0.00001408,-0.00001408,0,0.066900,,,0,1.870,0.270,-0.280,0,,,,,,,,,0.000000,,,0,1026,,,0,84.000,,,0,5727.00,104.00,-115.00,0
Kepler-1006 b,Kepler-1006,Transit,2016,19.76172042,0.00006670,-0.00006670,0,0.146400,,,0,2.460,1.290,-0.440,0,,,,,,,,,0.000000,,,0,791,,,0,88.810,,,0,6327.00,301.00,-493.00,0
Kepler-1006 b,Kepler-1006,Transit,2016,19.76172042,0.00006670,-0.00006670,0,0.146400,,,0,2.460,1.290,-0.440,0,,,,,,,,,0.000000,,,0,791,,,0,88.810,,,0,6327.00,301.00,-493.00,0
Kepler-1006 b,Kepler-1006,Transit,2016,19.76176209,0.00000431,-0.00000431,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kepler-1006 b,Kepler-1006,Transit,2016,19.76185973,0.00005828,-0.00005828,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kepler-1006 b,Kepler-1006,Transit,2016,19.76169247,0.00006983,-0.00006983,0,0.146400,,,0,2.810,0.940,-0.620,0,,,,,,,,,0.000000,,,0,791,,,0,86.860,,,0,6327.00,291.00,-542.00,0
Kepler-1006 b,Kepler-1006,Transit,2016,19.76172042,0.00006670,-0.00006670,0,0.146400,,,0,2.460,1.290,-0.440,0,,,,,,,,,0.000000,,,0,791,,,0,88.810,,,0,6327.00,301.00,-493.00,0
Kepler-1006 b,Kepler-1006,Transit,2016,19.76191000,0.00014000,-0.00014000,0,0.149000,,,0,2.600,1.600,-1.600,0,,,,,,,,,0.000000,,,0,793,,,0,87.660,,,0,6321.00,458.00,-458.00,0
Kepler-1006 b,Kepler-1006,Transit,2016,19.76172042,0.00006670,-0.00006670,0,,,,,1.540,0.270,-0.140,0,,,,,,,,,,,,,,,,,,,,,5328.00,180.84,-112.84,0
Kepler-1006 b,Kepler-1006,Transit,2016,,,,,,,,,3.616,0.344,-0.617,0,,,,,,,,,,,,,,,,,,,,,6332.00,222.00,-222.00,0
Kepler-1006 b,Kepler-1006,Transit,2016,19.76169247,0.00006983,-0.00006983,0,,,,0,,,,0,,,,,,,,,,,,0,,,,0,,,,0,,,,
Kepler-1007 b,Kepler-1007,Transit,2016,5.18500207,0.00000932,-0.00000932,0,0.048000,,,0,1.170,0.100,-0.110,0,,,,,,,,,0.000000,,,0,652,,,0,89.950,,,0,4325.00,133.00,-141.00,0
Kepler-1007 b,Kepler-1007,Transit,2016,5.18503596,0.00001107,-0.00001107,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4549.53,89.88,-89.88,0
Kepler-1007 b,Kepler-1007,Transit,2016,5.18498961,0.00001159,-0.00001159,0,,,,0,,,,0,,,,,,,,,,,,0,,,,0,,,,0,4549.53,89.88,-89.88,0
Kepler-1007 b,Kepler-1007,Transit,2016,5.18500207,0.00000932,-0.00000932,0,0.048000,,,0,1.170,0.100,-0.110,0,,,,,,,,,0.000000,,,0,652,,,0,89.950,,,0,4325.00,133.00,-141.00,0
Kepler-1007 b,Kepler-1007,Transit,2016,5.18498000,0.00003600,-0.00003600,0,0.050000,,,0,1.510,0.090,-0.090,0,,,,,,,,,0.000000,,,0,674,,,0,82.510,,,0,4450.00,62.00,-62.00,0
Kepler-1007 b,Kepler-1007,Transit,2016,5.18498961,0.00001159,-0.00001159,0,0.048000,,,0,1.150,0.090,-0.120,0,,,,,,,,,0.000000,,,0,652,,,0,89.940,,,0,4325.00,131.00,-131.00,0
Kepler-1007 b,Kepler-1007,Transit,2016,5.18500207,0.00000932,-0.00000932,0,,,,,1.440,0.070,-0.070,0,,,,,,,,,,,,,,,,,,,,,4587.00,88.05,-98.48,0
Kepler-1007 b,Kepler-1007,Transit,2016,5.18499980,0.00000233,-0.00000233,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4549.53,89.88,-89.88,0
Kepler-1007 b,Kepler-1007,Transit,2016,5.18500207,0.00000932,-0.00000932,0,0.048000,,,0,1.170,0.100,-0.110,0,,,,,,,,,0.000000,,,0,652,,,0,89.950,,,0,4325.00,133.00,-141.00,0
Kepler-1008 b,Kepler-1008,Transit,2016,,,,,,,,,1.245,0.318,-0.103,0,,,,,,,,,,,,,,,,,,,,,5045.00,101.00,-101.00,0
Kepler-1008 b,Kepler-1008,Transit,2016,12.43931689,0.00000299,-0.00000299,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5066.94,77.67,-149.90,0
Kepler-1008 b,Kepler-1008,Transit,2016,12.43931193,0.00002837,-0.00002837,0,0.102000,,,0,2.830,2.250,-1.550,0,,,,,,,,,0.000000,,,0,927,,,0,89.950,,,0,5108.00,145.00,-143.00,0
Kepler-1008 b,Kepler-1008,Transit,2016,12.43931193,0.00002837,-0.00002837,0,,,,,1.280,0.070,-0.050,0,,,,,,,,,,,,,,,,,,,,,5066.00,79.91,-66.82,0
Kepler-1008 b,Kepler-1008,Transit,2016,12.43929428,0.00005267,-0.00005267,0,,,,0,,,,0,,,,,,,,,,,,0,,,,0,,,,0,5066.94,77.67,-149.90,0
Kepler-1008 b,Kepler-1008,Transit,2016,12.43931193,0.00002837,-0.00002837,0,0.102000,,,0,2.830,2.250,-1.550,0,,,,,,,,,0.000000,,,0,927,,,0,89.950,,,0,5108.00,145.00,-143.00,0
Kepler-1008 b,Kepler-1008,Transit,2016,12.43951700,0.00008800,-0.00008800,0,0.102000,,,0,3.670,0.560,-0.560,0,,,,,,,,,0.000000,,,0,959,,,0,87.090,,,0,5054.00,72.00,-72.00,0
Kepler-1008 b,Kepler-1008,Transit,2016,12.43931336,0.00002847,-0.00002847,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5066.94,77.67,-149.90,0
Kepler-1008 b,Kepler-1008,Transit,2016,12.43929428,0.00005267,-0.00005267,0,0.095100,,,0,1.300,0.060,-0.090,0,,,,,,,,,0.000000,,,0,627,,,0,88.350,,,0,4987.00,99.00,,0
Kepler-1008 b,Kepler-1008,Transit,2016,12.43931193,0.00002837,-0.00002837,0,0.102000,,,0,2.830,2.250,-1.550,0,,,,,,,,,0.000000,,,0,927,,,0,89.950,,,0,5108.00,145.00,-143.00,0
Kepler-1009 b,Kepler-1009,Transit,2016,11.35011917,0.00002250,-0.00002250,0,,,,,2.170,0.270,-0.240,0,,,,,,,,,,,,,,,,,,,,,4027.00,41.14,-36.46,0
Kepler-1009 b,Kepler-1009,Transit,2016,11.35010642,0.00002163,-0.00002163,0,,,,0,,,,0,,,,,,,,,,,,0,,,,0,,,,0,3940.00,157.00,-157.00,0
Kepler-1009 b,Kepler-1009,Transit,2016,11.35011917,0.00002250,-0.00002250,0,0.081100,,,0,2.080,0.190,-0.190,0,,,,,,,,,0.000000,,,0,445,,,0,88.810,,,0,3901.00,50.00,-95.00,0
Kepler-1009 b,Kepler-1009,Transit,2016,11.35010600,0.00007300,-0.00007300,0,0.081000,,,0,1.940,0.820,-0.820,0,,,,,,,,,0.000000,,,0,460,,,0,88.810,,,0,4086.00,70.00,-70.00,0
Kepler-1009 b,Kepler-1009,Transit,2016,11.35011832,0.00000254,-0.00000254,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3940.00,157.00,-157.00,0
Kepler-1009 b,Kepler-1009,Transit,2016,11.35008767,0.00001765,-0.00001765,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3940.00,157.00,-157.00,0
Kepler-1009 b,Kepler-1009,Transit,2016,11.35010642,0.00002163,-0.00002163,0,0.079600,,,0,1.750,0.090,-0.170,0,,,,,,,,,0.000000,,,0,403,,,0,89.950,,,0,3597.00,72.00,-86.00,0
Kepler-1009 b,Kepler-1009,Transit,2016,11.35011917,0.00002250,-0.00002250,0,0.081100,,,0,2.080,0.190,-0.190,0,,,,,,,,,0.000000,,,0,445,,,0,88.810,,,0,3901.00,50.00,-95.00,0
Kepler-1009 b,Kepler-1009,Transit,2016,,,,,,,,,2.381,0.116,-0.088,0,,,,,,,,,,,,,,,,,,,,,3594.00,72.00,-72.00,0
Kepler-1009 b,Kepler-1009,Transit,2016,11.35011917,0.00002250,-0.00002250,0,0.081100,,,0,2.080,0.190,-0.190,0,,,,,,,,,0.000000,,,0,445,,,0,88.810,,,0,3901.00,50.00,-95.00,0
Kepler-101 b,Kepler-101,Transit,2014,3.48768943,0.00000113,-0.00000113,0,,,,,4.430,0.890,-0.780,0,,,,,,,,,,,,,,,,,,,,,5450.00,42.18,-45.27,0
Kepler-101 b,Kepler-101,Transit,2014,3.48768780,0.00000420,-0.00000420,0,0.047000,,,0,4.330,0.370,-0.370,0,,,,,,,,,0.000000,,,0,1233,,,0,80.790,,,0,5764.00,50.00,-50.00,0
Kepler-101 b,Kepler-101,Transit,2014,3.48769100,0.00000200,-0.00000200,0,0.048000,,,0,5.870,1.460,-1.460,0,,,,,,,,,,,,,,,,,,,,,5570.00,134.00,-134.00,0
Kepler-101 b,Kepler-101,Transit,2014,3.48768120,0.00000700,-0.00000700,0,0.047400,0.001000,-0.000800,0,5.770,0.850,-0.790,0,51.10000,5.10000,-4.70000,0,1.45000,0.83000,-0.48000,0,0.086000,0.080000,-0.059000,0,1513,103,-145,0,85.820,1.730,-1.530,0,5667.00,50.00,-50.00,0
Kepler-101 b,Kepler-101,Transit,2014,,,,,,,,,5.986,0.273,-0.256,0,,,,,,,,,,,,,,,,,,,,,5661.00,113.00,-113.00,0
Kepler-101 b,Kepler-101,Transit,2014,3.48768943,0.00000113,-0.00000113,0,0.046800,,,0,4.360,1.010,-0.550,0,,,,,,,,,0.000000,,,0,1291,,,0,89.950,,,0,5761.00,85.00,-150.00,0
Kepler-101 b,Kepler-101,Transit,2014,3.48768863,0.00000035,-0.00000035,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5580.04,21.07,-21.07,0
Kepler-101 b,Kepler-101,Transit,2014,3.48768943,0.00000113,-0.00000113,0,0.046800,,,0,4.360,1.010,-0.550,0,,,,,,,,,0.000000,,,0,1291,,,0,89.950,,,0,5761.00,85.00,-150.00,0
Kepler-101 b,Kepler-101,Transit,2014,3.48768878,0.00000111,-0.00000111,0,0.046100,,,0,5.640,0.830,-1.350,0,,,,,,,,,0.000000,,,0,1445,,,0,89.790,,,0,5576.00,112.00,-101.00,0
Kepler-101 b,Kepler-101,Transit,2014,3.48768878,0.00000111,-0.00000111,0,,,,0,,,,0,,,,,,,,,,,,0,,,,0,,,,0,5580.04,21.07,-21.07,0
Kepler-101 b,Kepler-101,Transit,2014,3.48768943,0.00000113,-0.00000113,0,0.046800,,,0,4.360,1.010,-0.550,0,,,,,,,,,0.000000,,,0,1291,,,0,89.950,,,0,5761.00,85.00,-150.00,0
Kepler-101 c,Kepler-101,Transit,2014,6.02979518,0.00007054,-0.00007054,0,0.067500,,,0,0.910,0.210,-0.120,0,,,,,,,,,0.000000,,,0,1075,,,0,87.660,,,0,5761.00,85.00,-150.00,0
Kepler-101 c,Kepler-101,Transit,2014,6.02976000,0.00007500,-0.00007500,0,0.068400,0.001400,-0.001400,0,1.250,0.190,-0.170,0,3.78000,,,1,10.50000,,,1,0.000000,,,0,1413,238,-210,0,84.600,3.400,-3.100,0,5667.00,50.00,-50.00,0
Kepler-101 c,Kepler-101,Transit,2014,,,,,,,,,1.249,0.077,-0.114,0,,,,,,,,,,,,,,,,,,,,,5661.00,113.00,-113.00,0
Kepler-101 c,Kepler-101,Transit,2014,6.02980900,0.00011500,-0.00011500,0,0.068000,,,0,1.330,0.340,-0.340,0,,,,,,,,,,,,,,,,,,,,,5570.00,134.00,-134.00,0
Kepler-101 c,Kepler-101,Transit,2014,6.02908000,0.00019000,-0.00019000,0,0.067000,,,0,0.960,0.110,-0.110,0,,,,,,,,,0.000000,,,0,1032,,,0,83.080,,,0,5764.00,50.00,-50.00,0
Kepler-101 c,Kepler-101,Transit,2014,6.02977241,0.00006264,-0.00006264,0,0.066500,,,0,1.180,0.170,-0.290,0,,,,,,,,,0.000000,,,0,1204,,,0,88.000,,,0,5576.00,112.00,-101.00,0
Kepler-101 c,Kepler-101,Transit,2014,6.02979518,0.00007054,-0.00007054,0,,,,,0.990,0.210,-0.210,0,,,,,,,,,,,,,,,,,,,,,5450.00,42.18,-45.27,0
Kepler-101 c,Kepler-101,Transit,2014,6.02979518,0.00007054,-0.00007054,0,0.067500,,,0,0.910,0.210,-0.120,0,,,,,,,,,0.000000,,,0,1075,,,0,87.660,,,0,5761.00,85.00,-150.00,0
Kepler-101 c,Kepler-101,Transit,2014,6.02977241,0.00006264,-0.00006264,0,,,,0,,,,0,,,,,,,,,,,,0,,,,0,,,,0,5580.04,21.07,-21.07,0
Kepler-101 c,Kepler-101,Transit,2014,6.02979518,0.00007054,-0.00007054,0,0.067500,,,0,0.910,0.210,-0.120,0,,,,,,,,,0.000000,,,0,1075,,,0,87.660,,,0,5761.00,85.00,-150.00,0
Kepler-1010 b,Kepler-1010,Transit,2016,,,,,,,,,2.228,0.312,-0.183,0,,,,,,,,,,,,,,,,,,,,,5075.00,102.00,-102.00,0
Kepler-1010 b,Kepler-1010,Transit,2016,34.26857410,0.00011320,-0.00011320,0,0.193000,,,0,2.440,0.110,-0.200,0,,,,,,,,,0.000000,,,0,477,,,0,89.070,,,0,5083.00,83.00,-76.00,0
Kepler-1010 b,Kepler-1010,Transit,2016,34.26873173,0.00010169,-0.00010169,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5123.00,122.00,-122.00,0
Kepler-1010 b,Kepler-1010,Transit,2016,34.26857050,0.00011810,-0.00011810,0,0.192500,,,0,2.470,0.940,-0.270,0,,,,,,,,,0.000000,,,0,498,,,0,89.380,,,0,5325.00,177.00,-139.00,0
Kepler-1010 b,Kepler-1010,Transit,2016,34.26857050,0.00011810,-0.00011810,0,,,,,2.320,0.440,-0.180,0,,,,,,,,,,,,,,,,,,,,,5253.00,67.75,-80.75,0
Kepler-1010 b,Kepler-1010,Transit,2016,34.26857050,0.00011810,-0.00011810,0,0.192500,,,0,2.470,0.940,-0.270,0,,,,,,,,,0.000000,,,0,498,,,0,89.380,,,0,5325.00,177.00,-139.00,0
Kepler-1010 b,Kepler-1010,Transit,2016,34.26852697,0.00000369,-0.00000369,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5123.00,122.00,-122.00,0
Kepler-1010 b,Kepler-1010,Transit,2016,34.26857410,0.00011320,-0.00011320,0,,,,0,,,,0,,,,,,,,,,,,0,,,,0,,,,0,5123.00,122.00,-122.00,0
Kepler-1010 b,Kepler-1010,Transit,2016,34.26857050,0.00011810,-0.00011810,0,0.192500,,,0,2.470,0.940,-0.270,0,,,,,,,,,0.000000,,,0,498,,,0,89.380,,,0,5325.00,177.00,-139.00,0
